Date,Day_of_Week,Month,Month_Name,Quarter,Week_of_Year,Is_Weekend,Holiday,Clinic_Type,Provider_Count,Available_Slots,Scheduled_Appointments,Completed_Appointments,Cancelled_Appointments,No_Shows,Walk_Ins,Patient_Volume,Average_Wait_Time,Capacity_Utilization,Revenue,Claims_Submitted,Claims_Denied,Staffing_Level
2025-11-27,Thursday,11,November,4,48,0,0,Surgical OPD,7,112,99,99,7,9,16,99,57.5,88.4,2861.31,95,6,11
2025-11-28,Friday,11,November,4,48,0,0,Medicine,7,119,108,108,6,6,12,108,66.0,90.8,2829.33,105,7,12
2025-11-29,Saturday,11,November,4,48,1,0,General OPD,8,120,85,85,5,6,11,85,53.7,70.8,2641.06,77,3,14
2025-11-30,Sunday,11,November,4,48,1,0,Pediatrics,8,120,90,92,2,6,10,92,56.6,76.7,3092.6,83,4,14
2025-12-01,Monday,12,December,4,49,0,0,Medicine,8,144,133,141,7,11,26,141,77.9,97.9,4323.0,137,12,13
2025-12-02,Tuesday,12,December,4,49,0,0,General OPD,6,102,127,136,5,10,24,136,100.0,125.0,4625.06,125,9,12
2025-12-03,Wednesday,12,December,4,49,0,0,General OPD,6,96,110,127,7,6,30,127,100.0,125.0,5048.37,121,6,8
2025-12-04,Thursday,12,December,4,49,0,0,General OPD,8,144,122,129,2,10,19,129,56.9,89.6,3423.81,121,5,12
2025-12-05,Friday,12,December,4,49,0,0,General OPD,6,102,128,130,7,8,17,130,95.4,125.0,3143.87,118,8,10
2025-12-06,Saturday,12,December,4,49,1,0,General OPD,8,136,72,71,3,4,6,71,34.4,52.2,2252.32,67,3,12
2025-12-07,Sunday,12,December,4,49,1,0,General OPD,7,112,99,96,6,7,10,96,53.6,85.7,2810.82,91,4,10
2025-12-08,Monday,12,December,4,50,0,0,General OPD,9,162,115,123,8,5,21,123,45.4,75.9,3699.69,116,9,11
2025-12-09,Tuesday,12,December,4,50,0,0,General OPD,8,136,141,140,6,12,17,140,77.2,102.9,5189.47,125,7,10
2025-12-10,Wednesday,12,December,4,50,0,0,Surgical OPD,7,119,110,114,4,8,16,114,67.4,95.8,3593.0,112,8,12
2025-12-11,Thursday,12,December,4,50,0,0,Pediatrics,9,153,116,127,6,8,25,127,60.0,83.0,4049.27,117,7,12
2025-12-12,Friday,12,December,4,50,0,0,General OPD,7,112,119,119,9,8,17,119,77.9,106.2,3600.08,112,7,13
2025-12-13,Saturday,12,December,4,50,1,0,Medicine,7,126,74,72,4,7,9,72,44.4,57.1,2292.83,70,3,9
2025-12-14,Sunday,12,December,4,50,1,0,General OPD,7,126,88,84,3,9,8,84,45.9,66.7,2778.22,77,5,10
2025-12-15,Monday,12,December,4,51,0,0,Surgical OPD,7,126,122,122,5,12,17,122,66.0,96.8,5262.88,117,4,10
2025-12-16,Tuesday,12,December,4,51,0,0,Medicine,8,144,128,132,7,9,20,132,61.0,91.7,4371.66,129,9,10
2025-12-17,Wednesday,12,December,4,51,0,0,General OPD,8,120,128,132,7,7,18,132,77.2,110.0,4837.9,121,8,13
2025-12-18,Thursday,12,December,4,51,0,0,General OPD,8,120,134,128,6,10,10,128,87.1,106.7,4191.44,118,8,11
2025-12-19,Friday,12,December,4,51,0,0,Medicine,7,126,115,118,5,9,17,118,74.1,93.7,2818.88,115,7,11
2025-12-20,Saturday,12,December,4,51,1,0,Surgical OPD,8,128,61,64,2,5,10,64,39.2,50.0,1902.83,57,2,11
2025-12-21,Sunday,12,December,4,51,1,0,Pediatrics,7,105,97,104,6,7,20,104,73.9,99.0,3444.03,92,6,13
2025-12-22,Monday,12,December,4,52,0,0,Pediatrics,8,136,142,149,6,8,21,149,85.5,109.6,5199.16,145,11,10
2025-12-23,Tuesday,12,December,4,52,0,0,General OPD,9,135,131,143,6,8,26,143,78.3,105.9,4696.25,138,8,15
2025-12-24,Wednesday,12,December,4,52,0,0,Surgical OPD,8,136,114,120,5,7,18,120,63.8,88.2,4281.77,117,8,13
2025-12-25,Thursday,12,December,4,52,0,1,General OPD,9,162,81,82,3,7,11,82,42.4,50.6,2145.12,73,4,13
2025-12-26,Friday,12,December,4,52,0,0,Surgical OPD,9,135,95,93,4,8,10,93,34.4,68.9,2994.15,83,5,11
2025-12-27,Saturday,12,December,4,52,1,0,Pediatrics,9,144,67,68,5,5,11,68,34.1,47.2,2537.21,61,3,12
2025-12-28,Sunday,12,December,4,52,1,0,Pediatrics,8,120,106,119,4,8,25,119,63.7,99.2,3345.54,113,9,12
2025-12-29,Monday,12,December,4,1,0,0,Pediatrics,7,105,136,146,6,5,21,146,100.0,125.0,5326.43,137,10,10
2025-12-30,Tuesday,12,December,4,1,0,0,General OPD,8,120,143,153,6,6,22,153,100.0,125.0,5550.17,140,11,13
